Position,Company,Location
Bioinformatics Scientist,Biolegend,"San Diego, CA"
Scientist – Regenerative Medicine / Cardiovascular Disease,Novartis,"San Diego, CA"
Data Science Software Engineer,GreatCall,"San Diego, CA"
Data Scientist Specialist,Accenture,"San Diego, CA"
Data Scientist,S.C. International,"San Diego, CA"
"Senior Manager or Senior Scientist, CMC",Alcock & McFadden,"San Diego, CA"
Translational Scientist I/II -Pharmacokinetics,Heron Therapeutics,"San Diego, CA"
Data Analyst,Motive Interactive,"San Diego, CA 92121"
Sr. Data Scientist,Elevate,"San Diego, CA"
"Sr. Computer/Data Scientist, PhD Preferred, with HPC & Math Background","MemComputing, Inc.","San Diego, CA"
6628 Research Analyst and Data Consultant (Research Technician I (6628),California State University,"San Diego, CA"
"Data Scientist, Enterprise SaaS Data Systems",Inseego,"San Diego, CA"
Data Scientist Sr (Secret Clearance Required),Alion Science and Technology,"San Diego, CA 92108"
"Scientist I / II, Neurodegenerative Diseases","Samumed, LLC","San Diego, CA 92121"
Sr Automation and Machine Damage Control Engineer,Cymer,"San Diego, CA"
Principal Data Scientist,CA Technologies,"San Diego, CA"
Bioinformatics Scientist 1 – Algorithm and Data Science,Illumina,"San Diego, CA"
Experienced Data Scientist,BAE Systems,"San Diego, CA 92127"
Sr. Applied Scientist,Amazon.com,"San Diego, CA"
DMPK Research Scientist or Equivalent Position,Inception Sciences,"San Diego, CA 92121"
Finance & Data Analyst,ecoATM LLC,"San Diego, CA 92121"
Scientist - Bioconjugation,Encodia,"San Diego, CA"
Sr. Data Scientist,Qualcomm,"San Diego, CA"
Data Engineer,Classy,"San Diego, CA"
Imaging Research Scientist/MR Scientist,"Human Longevity, Inc.","San Diego, CA"
Scientist,Diazyme,"San Diego, CA"
Principal Data Scientist - California,Teradata,"San Diego, CA"
Bioinformatics Scientist,Encodia,"San Diego, CA"
Scientist 1,Illumina,"San Diego, CA"
Environmental Scientist,General Atomics,"San Diego, CA"
Applied Research Scientist,A2e Technologies,"San Diego, CA 92111"
Scientist,Hologic,"San Diego, CA"
Scientist (Metrology),General Atomics,"San Diego, CA"
Senior Data Scientist-Global Fraud Management,Sony Interactive Entertainment PlayStation,"San Diego, CA"
"Scientist, Biomarker",Epic Sciences,"San Diego, CA"
Research & Planning Analyst,San Diego Community College District,"San Diego, CA 92108"
Scientist,Wuxi AppTec,"San Diego, CA"
"Scientist, Analytical Sciences",Pfenex Inc.,"San Diego, CA 92121"
R&D Scientist,SD Medical system Inc,"San Diego, CA"
"Genetic Scientist, R&D",Pathway Genomics,"San Diego, CA 92121"
Senior Deep Learning Data Scientist - Think Big Analytics,Teradata,"San Diego, CA"
Aquatic Scientist,Wood,"San Diego, CA"
Lead Data Scientist,Smith Hanley Associates,"San Diego, CA"
Proteomics/Protein Scientist 1,Encodia,"San Diego, CA"
Light Source Research Data Analyst,Cymer,"San Diego, CA"
"Associate Scientist, Epigenetics",Celgene Corporation,"San Diego, CA 92121"
Analytic Scientist,FICO,"San Diego, CA"
Assistant Staff Scientist,Malin Space Science Systems,"San Diego, CA 92121"
Food Safety Scientist,"Jack In The Box | Jack in the Box, Inc.","San Diego, CA 92123"
Lead Data Scientist,VIA Technical,"San Diego, CA"
Analytic Scientist (Graph-based),FICO,"San Diego, CA"
Bioinformatics Scientist 1,Illumina,"San Diego, CA"
Research Administration Sponsored Projects Business Analyst (Remote),Streamlyne,"San Diego, CA 92108"
Bioinformatics Scientist,GB HealthWatch,"San Diego, CA"
Assistant Staff Scientist,"Malin Space Science Systems, Inc.","San Diego, CA 92121"
Research Scientist - Statistics,Eli Lilly,"San Diego, CA"
Associate Scientist 1,Illumina,"San Diego, CA"
Bioinformatics Scientist I,Prometheus Laboratories Inc.,"San Diego, CA 92121"
Scientist,Organovo,"San Diego, CA"
Data Engineer,ViaSat,"San Diego, CA"
Technical Application Scientist,Illumina,"San Diego, CA"
Staff Scientist,Illumina,"San Diego, CA"
"Associate Scientist, Nanofabrication",Illumina,"San Diego, CA"
"Scientist, Primary Lymphocyte Process Sciences",NantKwest,"San Diego, CA 92121"
Thin Film Materials Scientist,General Atomics,"San Diego, CA"
Analytical Associate Scientist,BioDuro,"San Diego, CA"
"Scientist, Analytical Biochemistry - Temp",Pfenex Inc.,"San Diego, CA 92121"
Lead Analytic Scientist (Data Engineering/Hadoop/Spark),FICO,"San Diego, CA"
Research Associate / Associate Scientist,Sorrento Therapeutics,"San Diego, CA 92121"
Sr Data Analyst,Cymer,"San Diego, CA"
"Staff Scientist, Polymer and Surface Chemistry",Encodia,"San Diego, CA"
Biostatistical Scientist,Prometheus Laboratories Inc.,"San Diego, CA 92121"
"Scientist, Product Development",PaxVax,"San Diego, CA"
Clinical Scientist,"Halozyme Therapeutics, Inc.","San Diego, CA 92121"
"Sr. Scientist, Method Development",Pfenex Inc.,"San Diego, CA 92122"
Product Support Scientist - Level 2,Illumina,"San Diego, CA"
Clinical Scientist - Contract to Hire,"Halozyme Therapeutics, Inc.","San Diego, CA 92121"
Associate Integration Scientist 1,Illumina,"San Diego, CA"
"Advanced Computer Scientist, Machine Learning",SRI International,"San Diego, CA"
"Associate Scientist, Pharmacology",Celgene Corporation,"San Diego, CA 92121"
Manufacturing Scientist-Oncolytic Virus Program,Sorrento Therapeutics,"San Diego, CA 92121"
Analytical Chemistry Scientist,Wuxi AppTec,"San Diego, CA"
Research Scientist - Computational,Eli Lilly,"San Diego, CA"
"Staff Scientist - Drug Metabolism - San Diego, CA",Takeda Pharmaceutical,"San Diego, CA"
Bioinformatics Scientist,Pathway Genomics,"San Diego, CA 92121"
Research Data Analyst/Senior Statistician,UC San Diego,"San Diego, CA"
"Senior Scientist, Biomarker Signatures",Johnson & Johnson Family of Companies,"San Diego, CA"
Analytical Development Scientist,BioDuro,"San Diego, CA"
Discharge Chamber Scientist,Cymer,"San Diego, CA"
"Research Scientist II, Electrophysiology",Vertex Pharmaceuticals,"San Diego, CA 92121"
"Scientist II, 3D Organoid / Cancer Biology",Celgene Corporation,"San Diego, CA 92121"
"Scientist I, R&D - San Diego",Instrumentation Laboratory,"San Diego, CA"
Machine Learning Engineer,Tusimple,"San Diego, CA"
"Scientist, Analytical Biology - #1110","Tanvex BioPharma USA,Inc","San Diego, CA"
"6615 Research Analyst (Research Technician II), Enrollment Se (6615)",California State University,"San Diego, CA"
"Scientist I, Medicinal Chemistry",Celgene Corporation,"San Diego, CA 92121"
Senior Scientist – Medicinal Chemistry,Inception Sciences,"San Diego, CA 92121"
Sr Scientist,Illumina,"San Diego, CA"
Staff Scientist 1,Affymetrix,"San Diego, CA"
"Sr. Scientist, Translational Cancer Biology",Celgene Corporation,"San Diego, CA 92121"
"Scientist, Tech Transfer (Drug Substance)",Pfenex Inc.,"San Diego, CA 92122"
"Associate Scientist, Molecular Mechanisms",Celgene Corporation,"San Diego, CA 92121"
QC Associate Scientist,Zoetis,"San Diego, CA"
Sr. Bioinformatics Scientist,Bionano Genomics,"San Diego, CA"
Research Analyst,CBRE,"San Diego, CA 92111"
"Temporary Research Scientist I, Electrophysiology",Vertex,"San Diego, CA"
Bioinformatics Scientist,LabCorp,"San Diego, CA"
Associate Scientist,Recruiting Resources,"San Diego, CA"
Associate Scientist,Syndicus Inc,"San Diego, CA"
Operations Research and Risk Analyst,Systems Planning and Analysis,"San Diego, CA"
Marketing Analyst,Housecall Pro,"San Diego, CA 92122"
R&D Engineers - Machine Learning,Qualcomm,"San Diego, CA"
"Scientist II, Molecular and Cell Biology",Celgene Corporation,"San Diego, CA 92121"
"Senior Research Scientist / Fellow I, Computational Genomics",Vertex,"San Diego, CA"
"Clinical Scientist, Clinical Development",TP Therapeutics,"San Diego, CA 92121"
Staff Discharge Chamber Scientist,Cymer,"San Diego, CA"
Process Development Scientist I,Prometheus Laboratories Inc.,"San Diego, CA 92121"
"Assistant, Associate or Full Project Scientist – Glaucoma",UC San Diego,"San Diego, CA"
Research Financial Analyst,UC San Diego,"San Diego, CA"
Recombinant Antibody Scientist (Flex-T),Biolegend,"San Diego, CA"
Research Analyst II,Center for Sustainable Energy,"San Diego, CA"
Senior Research Scientist / Engineer - Machine Learning,Brain Corporation,"San Diego, CA"
Field Application Scientist (Pre-Sales),"Accelrys, Inc.","San Diego, CA 92121"
Data Scientist Associate Principal,Accenture,"San Diego, CA"
"Senior Scientist, Technical Lead","Biomatrica, Inc.","San Diego, CA 92121"
Associate Scientist- Cell Analysis,Biolegend,"San Diego, CA"
Lead Analytic Scientist (AI and Machine Learning),FICO,"San Diego, CA"
"Scientist I / Research Associate, Chemistry","Samumed, LLC","San Diego, CA 92121"
Research Administration Financial Analyst,UC San Diego,"San Diego, CA"
Clinical Scientist/ Sr. Clinical Scientist,Xencor,"San Diego, CA 92130"
"Temporary Research Scientist I, Electrophysiology",Vertex Pharmaceuticals,"San Diego, CA 92121"
"Senior Scientist, Research Analytics (Sequencing Informatics)",Celgene Corporation,"San Diego, CA 92121"
Operations Process Engineer-Scientist 2,Hologic,"San Diego, CA"
"Scientist III, Chemistry, Mfg & Cntrl",Cardinal Health,"San Diego, CA 92154"
"Sr. Scientist, In Vivo Pharmacology",Celgene Corporation,"San Diego, CA 92121"
Principal Data Scientist,Accenture,"San Diego, CA"
Software Test Engineer I - 8286845,Connexion Systems & Engineering,"San Diego, CA"
Biology Scientist – Oncology Biochemistry,Klein Management Systems,"San Diego, CA"
Sr. Mechanical Design Engineer,ASML,"San Diego, CA"
"Sr Mechanical Engineer, Tooling",Cymer,"San Diego, CA"
Senior Software Engineer,ASML,"San Diego, CA"
Process Development Scientist,BioPhase Solutions,"San Diego, CA 92121"
Clinical Research Scientist,Alcock & McFadden,"San Diego, CA"
Staff Software Test Engineer,ASML,"San Diego, CA"
"Advanced Applications Engineer - Berkeley, CA",3D Systems,"San Diego, CA"
Hardware Systems Engineer,ManTech International Corporation,"San Diego, CA"
"Scientist 1, Microbiology Development",Indotronix International Corporation,"San Diego, CA"
Mechanical Design Engineer,Cymer,"San Diego, CA"
Lead Tooling Engineer,Cymer,"San Diego, CA"
Sr. Scientist,BioPhase Solutions,"San Diego, CA 92121"
Mechanical Design Engineer,ASML,"San Diego, CA"
"Scientist 1, Microbiology Development",Klein Management Systems,"San Diego, CA"
Electrical/Electronics Engineer,General Atomics,"San Diego, CA"
Senior Engineer - Development,Illumina,"San Diego, CA"
"Manager, Mechanical Engineering",Cymer,"San Diego, CA"
Sr Software Engineer,Cymer,"San Diego, CA"
Senior Associate Scientist,R&D Partners,"San Diego, CA"
Staff Controls Engineer,ASML,"San Diego, CA"
Sr Bioinformatics Software Engineer,Illumina,"San Diego, CA"
Staff Software Engineer/Architect,ASML,"San Diego, CA"
Associate Scientist - In Vitro Tissue Culture,R&D Partners,"San Diego, CA"
Staff Software Engineer/Architect,Cymer,"San Diego, CA"
Biology Scientists (In Vitro) I,Staffing the Universe,"San Diego, CA 92127"
Software Test Engineer I,Planet Pharma,"San Diego, CA 92122"
Sr Opto-Mechanical Engineer,Cymer,"San Diego, CA"
Sr. Staff Process Engineer,Illumina,"San Diego, CA"
Sr Mechanical Engineer,Cymer,"San Diego, CA"
Associate Scientist - Analytical Chemist,R&D Partners,"San Diego, CA"
Senior Engineer Manager,MCKEAN DEFENSE/CABRILLO TECHNOLOGIES,"San Diego, CA"
"Sr Staff Software Engineer - Bioinformatics, Algorithms",Illumina,"San Diego, CA"
Sr Mechanical Design Engineer,Cymer,"San Diego, CA"
Project Civil Engineer - Landfill Gas,SCS Engineers,"San Diego, CA 92123"
Sr Staff Software Engineer,Illumina,"San Diego, CA"
CMC Analytical Sr. Scientist / Manager (SAN DIEGO),Kura Oncology,"San Diego, CA"
Software Test Engineer (Biology Background),R&D Partners,"San Diego, CA"
"Lead Mechanical Engineer, Tooling",Cymer,"San Diego, CA"
Software Engineer in Test,Planet Pharma,"San Diego, CA 92122"
"Principal Scientist, Drug Discovery Project Leader - Immunology - San Diego, CA",Takeda Pharmaceutical,"San Diego, CA"
CG/LSD Temp LAN System Engineer,MCKEAN DEFENSE/CABRILLO TECHNOLOGIES,"San Diego, CA"
Staff Controls Engineer,Cymer,"San Diego, CA"
Sr. Algorithms Engineer,Cymer,"San Diego, CA"
Associate Scientist in Exploratory Toxicology,R&D Partners,"San Diego, CA"
In Vitro Biology Scientist,"Sigma Systems, Inc.","San Diego, CA"
System Test Engineer,Cymer,"San Diego, CA"
Bioinformatics Engineer 2,Illumina,"San Diego, CA"
Associate Scientist,R&D Partners,"San Diego, CA"
Systems Test Engineer,ASML,"San Diego, CA"
Mechanical Design Engineer,General Atomics,"San Diego, CA"
Mechanical Engineer,ASML,"San Diego, CA"
PHP Web Developer,Platform Science,"San Diego, CA"
Field Application Engineer,Memjet,"San Diego, CA 92127"
Tools & Application Software Engineer,Brain Corporation,"San Diego, CA"
Senior Operations Research Analyst,Engility,"San Diego, CA 92108"
Principal Scientist –Immuno Biologics/Protein Engineer,Takeda Pharmaceutical,"San Diego, CA"
Software Engineer - Customer Solutions,Illumina,"San Diego, CA"
Staff System Performance Engineer,Cymer,"San Diego, CA"
Lead Analytic Scientist (AI/Machine Learning/Java),FICO,"San Diego, CA"
Software Engineer,ASML,"San Diego, CA"
"Senior Staff Scientist, R&D - San Diego",Instrumentation Laboratory,"San Diego, CA"
Implementation Engineer,SAS Institute,"San Diego, CA 92121"
Software Engineer,Cymer,"San Diego, CA"
Scientist/Senior Scientist in Antibody Drug Conjugation (ADC) Process Development and Manufacturing,Sorrento Therapeutics,"San Diego, CA 92121"
Associate Web Developer,Illumina,"San Diego, CA"
"Sr. Associate Scientist, Cell & Molecular Biology",Celgene Corporation,"San Diego, CA 92121"
"Sr. Associate Scientist, CRISPR / Target Validation",Celgene Corporation,"San Diego, CA 92121"
"Research Associate, Protein Engineering",Encodia,"San Diego, CA"
"Principal Software Engineer, Big Data & ML Platforms",Intuit,"San Diego, CA 92129"
Machine Learning and Cloud Services Project Engineer,General Atomics Aeronautical Systems,"San Diego, CA"
Machine Learning Camera Engineer,Advanced Technical Resources Inc.,"San Diego, CA"
Senior Clinical Writing Scientist,Whiz Finder Corporation,"San Diego, CA"
"Principal Scientist, Computational Biology (Oncology)",Celgene Corporation,"San Diego, CA 92121"
Systems Performance Engineer,ASML,"San Diego, CA"
Translational Scientist I/II,QualStaff Resources,"San Diego, CA 92121"
"Principal Scientist – Peptide Chemist, Peptide Synthesis Chemistry - San Diego, CA",Takeda Pharmaceutical,"San Diego, CA"
Scientist - Translational,R&D Partners,"San Diego, CA"
Scientist,BioPhase Solutions,"San Diego, CA 92121"
Technical Statistical Analyst,Advanced Technical Resources Inc.,"San Diego, CA"
Division Manager/Operations Research Analyst,Leidos,"San Diego, CA 92102"
System Performance Engineer,Cymer,"San Diego, CA"
Staff Software Engineer,Cymer,"San Diego, CA"
Staff Engineer - Process Development,Illumina,"San Diego, CA"
"Senior Scientist, Drug Safety & Pharmacovigilance",ACADIA Pharmaceuticals Inc.,"San Diego, CA 92121"
Operations Research Analyst IV,Scientific Research Corporation,"San Diego, CA 92110"
"Principal Scientist, Bioinformatics / Single-Cell",Celgene Corporation,"San Diego, CA 92121"
Cybersecurity Analyst – Threat Hunter,ViaSat,"San Diego, CA"
Machine Learning Engineer (ID Analytics),Symantec,"San Diego, CA"
Postdoctoral Research Associate: Social Scientist /STS/ Engineering Education,University of San Diego,"San Diego, CA"
Senior Analytical Scientist,D&K Engineering,"San Diego, CA 92128"
Market Research Analyst,ResMed,"San Diego, CA 92123"
Lead Analytic Scientist (Data Engineering/Hadoop/Spark/Java),FICO,"San Diego, CA"
"Principal Scientist, Experimental Genome Biologist – San Diego, CA",Takeda Pharmaceutical,"San Diego, CA"
IP Licensing Analyst - Market Research Emphasis,Qualcomm,"San Diego, CA"
Senior Scientist –Immunobiologics and Molecular Immunology,Takeda Pharmaceutical,"San Diego, CA"
"Sr. Scientist, Cell & Molecular Biology (Solid Tumor)",Celgene Corporation,"San Diego, CA 92121"
Supplier Quality Engineer Scientist,Hologic,"San Diego, CA"
Operations Research Analyst (Mid Level),Engility,"San Diego, CA 92108"
Field Application Scientist (Sales Engineer) Process Management Informatics,"Accelrys, Inc.","San Diego, CA 92121"
Principal Associate/Scientist I Process Development Upstream,PaxVax,"San Diego, CA"
Senior Scientist - NGS Assay Development,LabCorp,"San Diego, CA"
Senior Laser/Optical Sytems Scientist,ASML,"San Diego, CA"
Bioinformatics Scientist/Sr. Scientist - Sequenom,LabCorp,"San Diego, CA"
Senior Laser/Optical Systems Scientist,Cymer,"San Diego, CA"
Sr Clinical Genomics Scientist - WGS Validation & Enhancements,Illumina,"San Diego, CA"
Machine Learning Software Development Engineer,BAE Systems,"San Diego, CA 92127"
Sr. Computer Vision Research Scientist,Mitek Systems,"San Diego, CA"
Development Operations Engineer,NAVICAN GENOMICS INC,"San Diego, CA"
Post Doctoral Research Scientist-Immunology- FDE,Eli Lilly,"San Diego, CA"
Bioinformatics Software Engineer 1,Illumina,"San Diego, CA"
Senior Scientist - Product Development Biomarker and Immunoassay,Biolegend,"San Diego, CA"
Systems Analyst IV,Scientific Research Corporation,"San Diego, CA 92110"
